COM,Comoros,,,-3.05,-2.92,-2.68,-3.00,-2.60,-2.30,-2.34,-1.85,-3.31,-5.33,-7.45,-7.78,-7.99,-7.98,-6.94
COG,Congo,,,6.51,6.79,5.71,5.34,5.96,6.25,7.30,7.21,6.79,7.65,8.03,6.99,7.25,7.14,7.39
COD,"Congo, the Democratic Republic of the",,,3.18,3.29,3.13,2.98,2.91,1.63,1.18,0.59,0.04,-0.05,-0.88,-1.64,-2.09,-2.40,-3.43
CRI,Costa Rica,,,-0.19,-0.33,-0.19,0.16,0.11,0.11,0.17,-0.10,-1.10,-0.89,0.10,0.35,0.77,1.09,1.58
CIV,C™te d'Ivoire,,,0.17,1.14,0.76,0.84,0.27,0.43,1.01,0.95,0.83,1.58,1.29,2.08,1.50,1.56,2.42
HRV,Croatia,,,-12.46,-12.15,-12.74,-14.56,-13.58,-13.44,-13.03,-12.92,-11.90,-11.48,-12.12,-11.73,-10.39,-10.06,-10.19
CUB,Cuba,,,-0.83,-0.03,-1.23,0.59,1.36,3.56,4.71,5.68,4.61,4.54,4.72,3.55,3.88,3.91,3.22
CYP,Cyprus,,,3.56,3.52,3.67,3.73,3.61,3.14,3.11,3.12,2.28,1.87,1.48,0.60,0.14,0.34,0.85
CZE,Czech Republic,,,-2.85,-2.21,-2.72,-3.16,-4.65,-4.08,-4.08,-4.49,-4.27,-4.58,-4.77,-4.12,-4.01,-3.50,-3.10
DNK,Denmark,,,-0.65,-1.68,-1.82,-2.09,-0.28,-0.19,-0.10,0.67,1.30,1.44,1.22,1.37,1.69,1.55,2.60
DJI,Djibouti,,,,,,,,,,,,,,,,,
DMA,Dominica,,,2.18,2.81,2.39,1.14,0.78,0.69,0.21,0.30,0.97,0.92,0.76,1.30,1.35,1.77,2.26
DOM,Dominican Republic,,,4.98,4.56,4.40,4.67,3.95,3.75,3.93,5.19,6.58,5.76,5.93,5.37,5.33,5.40,6.51
ECU,Ecuador,,,7.79,7.84,7.83,7.95,8.05,8.03,8.29,9.03,9.21,9.59,8.85,9.07,9.99,10.14,9.75
EGY,Egypt,,,-3.42,-2.55,-2.25,-2.13,-2.11,-0.40,0.23,-0.64,-1.44,-0.44,-2.21,-1.95,-2.10,-1.65,-1.75
SLV,El Salvador,,,-1.91,-2.32,-2.88,-3.55,-3.93,-4.43,-4.06,-3.69,-3.55,-2.65,-2.58,-2.33,-2.92,-3.55,-4.02
GNQ,Equatorial Guinea,,,-1.45,-3.24,-2.89,-3.42,-3.31,-3.05,-2.90,-3.17,-4.79,-4.04,-4.24,-3.71,-3.76,-3.39,-3.47
ERI,Eritrea,,,-0.13,-0.29,-0.40,-0.26,-0.50,-1.70,-2.41,-2.03,-1.75,-1.16,-0.72,-0.26,0.24,-0.51,-1.27
EST,Estonia,,,2.68,3.47,4.02,4.37,2.89,2.48,2.61,2.30,1.86,2.11,1.33,0.01,2.14,2.33,2.94
ETH,Ethiopia,,,1.06,0.93,1.02,2.12,2.82,2.23,2.06,1.78,1.53,2.18,1.26,1.33,1.86,1.66,1.80
FJI,Fiji,,,-6.33,-7.31,-11.35,-13.27,-15.90,-15.24,-19.25,-19.18,-19.24,-21.37,-22.16,-21.66,-23.20,-23.87,-24.52
FIN,Finland,,,0.35,-0.24,0.06,0.45,1.33,1.99,0.62,1.01,-0.01,-0.46,-0.37,0.32,0.10,1.84,1.15
FRA,France,,,5.25,6.40,6.44,6.40,6.09,7.42,7.71,7.89,7.91,8.36,7.24,6.87,6.07,5.84,6.00
GAB,Gabon,,,-1.24,-0.78,0.20,0.56,0.73,0.54,0.07,0.07,2.03,0.93,0.14,0.30,-0.51,-1.03,-2.12
GMB,Gambia,,,1.25,1.49,1.59,1.43,-0.68,-2.25,-1.59,-1.03,0.25,-0.48,-0.57,-0.67,-0.07,-0.37,-1.43
GEO,Georgia,,,7.41,8.03,7.78,7.04,7.14,6.77,6.95,6.75,6.61,6.53,6.37,6.63,6.47,6.33,6.70
DEU,Germany,,,4.67,4.54,3.59,3.49,3.19,3.25,2.85,2.81,3.15,3.85,3.74,4.15,4.51,4.11,4.13
GHA,Ghana,,,-12.47,-11.26,-11.36,-10.93,-10.60,-10.53,-10.26,-9.26,-8.88,-9.82,-9.26,-9.50,-9.33,-9.13,-9.09
GRC,Greece,,,-1.34,-1.30,-1.15,-0.82,-0.92,-0.40,0.68,1.12,1.11,0.36,-0.26,0.06,0.63,0.77,0.86
GRD,Grenada,,,4.69,4.25,4.30,3.70,3.97,4.15,3.67,3.27,3.50,3.68,6.76,7.40,6.45,6.11,6.26
GTM,Guatemala,,,5.76,6.20,5.23,6.03,5.85,6.58,5.77,5.49,4.73,5.08,5.70,5.63,5.33,4.85,5.02
GIN,Guinea,,,2.42,2.90,2.85,2.84,3.71,3.78,3.35,3.72,4.02,3.84,4.14,5.08,5.56,5.24,6.22
GNB,GuineaBissau,,,0.91,0.95,1.14,1.69,1.39,2.31,1.79,1.87,1.80,2.00,1.87,0.91,0.96,0.58,-0.10
GUY,Guyana,,,,,,,,,,,,,,,,,
HTI,Haiti,,,-0.82,-0.48,-0.32,0.10,0.34,0.31,0.43,0.36,-0.79,-0.09,-0.49,0.57,1.38,1.19,1.64
HND,Honduras,,,1.62,0.82,2.54,2.25,0.92,0.23,-0.55,0.34,0.92,1.00,-3.01,-3.55,-3.58,-3.69,-2.66
HUN,Hungary,,,-10.54,-10.97,-11.52,-8.87,-7.32,-4.82,-4.11,-4.02,-4.03,-2.53,-1.97,-1.83,-2.12,-2.08,-2.72
ISL,Iceland,,,1.01,1.49,1.68,2.32,1.24,1.13,1.39,0.14,0.97,1.37,1.38,-0.06,-1.08,-2.30,-1.86
IND,India,,,-3.65,-1.73,-1.72,-1.70,-1.71,-1.11,-1.49,-1.72,-1.84,-2.72,-2.01,-0.38,-0.23,0.48,0.95
IDN,Indonesia,,,-0.84,-0.95,-0.68,0.19,0.28,1.10,0.44,0.66,-0.23,0.50,0.57,1.03,1.61,1.17,1.14
IRN,"Iran, Islamic Republic of",,,3.60,3.77,3.72,4.29,5.40,5.63,5.74,5.82,6.03,6.34,6.63,6.35,6.74,5.64,5.62
IRQ,Iraq,,,1.98,1.72,1.95,2.22,3.28,3.97,3.73,3.97,4.52,5.26,4.97,4.92,4.74,4.62,4.13
IRL,Ireland,,,-0.25,0.08,0.16,-0.21,-1.11,-0.79,-0.55,-0.78,-1.21,-0.53,-1.11,-1.12,-1.77,-1.43,-2.03
ISR,Israel,,,3.40,3.13,2.49,2.33,1.12,1.06,1.75,1.38,-0.18,1.01,1.29,1.70,2.42,2.90,3.31
ITA,Italy,,,-7.40,-8.22,-7.73,-7.55,-7.98,-8.43,-8.23,-7.64,-7.56,-6.96,-8.35,-8.82,-8.44,-7.98,-8.74
JAM,Jamaica,,,-16.55,-16.63,-16.36,-19.06,-20.75,-20.28,-20.15,-19.28,-15.50,-18.65,-17.94,-17.81,-17.19,-17.20,-16.48
JPN,Japan,,,3.99,4.00,4.33,4.71,5.41,7.29,6.95,6.40,6.47,6.62,7.17,7.22,6.93,6.89,6.53
JOR,Jordan,,,-0.93,-0.57,-0.55,-0.56,-1.15,-1.18,-0.51,-1.52,-2.27,-2.20,-1.73,-1.48,-1.05,-1.28,-1.79
KAZ,Kazakhstan,,,-0.68,0.06,0.42,0.82,1.19,1.35,1.43,2.00,1.96,2.10,1.42,1.58,1.45,0.69,0.58
KEN,Kenya,,,-3.09,-2.12,-2.14,-2.58,-2.07,-2.17,-2.87,-1.26,-2.09,-1.35,-1.30,-1.00,-0.47,-0.26,0.38
KIR,Kiribati,,,-1.05,-0.82,-0.90,-0.76,-0.79,-0.52,-1.46,-1.59,-1.98,-1.93,-0.27,-0.21,-0.39,-0.53,-0.28
PRK,"Korea, Democratic People's Republic of",,,5.53,5.57,6.48,7.12,7.36,7.54,6.93,5.80,7.36,7.42,6.80,6.05,6.18,6.58,5.83
KOR,"Korea, Republic of",,,-0.79,-1.08,-0.87,-0.17,-0.24,-0.96,-1.69,-2.06,-2.64,-2.84,-0.23,-1.22,-0.25,-0.61,-0.56
KWT,Kuwait,,,-3.71,-2.91,-3.01,-3.04,-2.27,-2.31,-2.42,-2.05,-1.49,-0.84,-0.87,-0.60,-0.99,-0.91,-1.22
KGZ,Kyrgyzstan,,,,,,,,,,,,,,,,,
LAO,Lao People's Democratic Republic,,,,,,,,,,,,,,,,,
LVA,Latvia,,,-3.24,-3.31,-2.27,-1.65,-2.09,-2.72,-2.84,-3.32,-3.77,-3.40,-3.40,-3.99,-3.44,-4.02,-3.98
LBN,Lebanon,,,-12.37,-12.62,-10.82,-9.94,-9.64,-10.10,-10.24,-9.91,-11.06,-10.88,-11.49,-11.47,-11.05,-11.63,-11.34
LSO,Lesotho,,,8.86,8.10,7.75,9.11,8.71,7.77,6.85,8.16,7.46,6.69,7.67,6.89,6.80,7.82,7.73
LBR,Liberia,,,-3.52,-4.76,-5.34,-5.46,-7.04,-7.59,-6.58,-6.09,-7.12,-5.85,-4.89,-4.37,-3.96,-3.41,-3.80
LBY,Libyan Arab Jamahiriya,,,2.76,5.00,6.08,6.94,6.98,7.25,7.26,7.91,8.62,7.70,7.31,6.86,5.47,4.32,5.56
LIE,Liechtenstein,,,-2.31,-2.33,-3.13,-3.24,-3.77,-2.46,-3.24,-3.91,-4.76,-5.40,-4.97,-5.62,-6.68,-7.81,-7.03
LTU,Lithuania,,,0.90,0.55,1.00,0.64,1.24,1.57,1.22,1.95,1.40,2.24,2.55,1.87,0.92,0.35,0.51
LUX,Luxembourg,,,8.13,7.72,4.19,3.60,3.08,2.12,1.15,-1.31,1.52,3.19,4.82,5.55,5.53,4.86,4.45
MDG,Madagascar,,,-14.29,-15.16,-14.86,-14.59,-14.63,-14.83,-14.11,-14.39,-14.32,-15.29,-15.13,-14.34,-12.56,-10.76,-12.49
MWI,Malawi,,,,,,,,,,,,,,,,,
MYS,Malaysia,,,2.71,4.38,4.77,5.14,5.44,5.94,6.29,7.37,8.73,9.33,8.50,7.37,6.47,5.64,6.88
MDV,Maldives,,,0.89,0.97,0.43,0.46,1.46,2.25,2.00,1.98,1.02,0.79,-0.20,-0.24,-1.22,-1.32,-1.26
MLI,Mali,,,0.35,1.28,0.80,0.93,1.68,2.44,2.13,4.92,5.14,5.33,4.50,4.29,4.71,3.84,3.55
MLT,Malta,,,4.02,3.26,3.47,3.35,4.24,4.16,4.15,3.02,3.77,4.35,5.17,5.08,5.11,4.64,4.61
MHL,Marshall Islands,,,1.57,0.93,0.68,1.44,0.13,-1.06,-0.58,-0.35,-0.11,-0.17,0.10,-0.07,-0.04,-0.26,-0.27
MRT,Mauritania,,,0.35,-0.78,-1.44,-2.28,-2.86,-3.23,-3.43,-3.65,-4.27,-5.40,-3.54,-4.53,-6.06,-6.85,-6.63
MUS,Mauritius,,,3.91,3.80,3.90,3.89,3.70,3.90,3.64,3.71,3.37,4.05,2.99,3.01,3.46,3.13,2.42
MEX,Mexico,,,0.11,0.19,0.27,-0.32,-1.39,-0.69,0.81,0.15,0.85,2.50,1.32,1.69,1.31,0.78,1.08
FSM,"Micronesia, Federated States of",,,,,,,,,,,,,,,,,
MDA,"Moldova, Republic of",,,-2.50,-2.22,-3.07,-3.98,-3.27,-2.42,-1.27,0.56,0.59,-0.12,-1.78,-2.40,-1.85,-2.64,-2.94
MCO,Monaco,,,3.53,3.14,2.90,2.84,2.08,1.15,1.64,1.05,1.10,1.54,2.18,2.34,2.77,3.69,3.37
MKD,Macedonia,,,-4.28,-5.16,-4.91,-4.45,-4.25,-3.56,-2.80,-1.95,-1.72,-1.43,-2.03,-1.92,-1.79,-2.09,-0.76
MNG,Mongolia,,,-0.91,-0.18,0.07,-2.05,-2.43,-3.07,-2.32,-2.32,-2.14,-0.44,-0.39,-1.17,-1.00,-1.04,-1.44
MNE,Montenegro,,,6.90,7.36,8.39,9.89,10.52,8.17,7.23,7.83,7.20,6.72,7.06,7.02,7.37,6.26,5.98
MAR,Morocco,,,,,,,,,,,,,,,,,
MOZ,Mozambique,,,-0.35,-0.52,-1.08,-0.83,-1.12,-1.80,-1.38,-1.19,-1.22,-0.35,0.01,0.36,1.34,1.25,2.16
MMR,Myanmar,,,1.40,2.64,4.24,4.32,4.67,3.40,4.52,5.45,5.21,4.64,6.15,5.44,5.58,5.60,5.16
NAM,Namibia,,,,,,,,,,,,,,,,,
NRU,Nauru,,,2.86,2.73,3.06,3.28,2.81,2.00,0.58,-0.11,-0.76,-0.91,-1.79,-0.54,-1.18,-1.01,-0.84
NPL,Nepal,,,3.90,3.37,2.93,4.21,4.88,5.89,6.20,6.44,5.93,5.49,4.88,5.54,6.11,5.69,6.33
NLD,Netherlands,,,,,,,,,,,,,,,,,
NZL,New Zealand,,,-0.39,-0.50,0.17,-0.04,-0.43,-1.68,-1.65,-1.24,-2.09,-2.54,-2.45,-1.53,-1.44,-0.52,-1.18
NIC,Nicaragua,,,,,,,,,,,,,,,,,
NER,Niger,,,2.79,2.95,2.41,2.13,1.17,1.34,1.03,0.45,0.11,-0.42,-0.11,0.67,0.88,0.38,-0.04
NGA,Nigeria,,,5.26,5.25,4.44,4.65,4.78,5.92,5.69,5.19,5.03,5.39,5.52,5.60,5.81,5.44,4.96
NOR,Norway,,,8.52,8.56,8.91,9.51,9.11,9.10,8.70,8.38,8.56,8.97,8.31,8.45,8.15,8.38,8.20
OMN,Oman,,,4.60,4.33,4.39,4.42,4.42,4.67,6.08,7.25,6.94,6.94,6.90,6.34,5.69,5.13,4.56
PAK,Pakistan,,,-0.78,-0.97,-0.49,-0.59,0.56,2.41,2.30,3.47,4.14,4.56,3.94,3.64,3.52,3.53,3.34
PLW,Palau,,,-5.88,-5.93,-4.31,-3.23,-3.29,-4.44,-4.18,-4.66,-5.23,-6.46,-6.03,-3.98,-4.36,-3.95,-4.24
PAN,Panama,,,3.36,3.04,3.74,3.94,4.32,3.65,3.76,3.56,3.03,3.11,3.71,3.96,3.62,4.09,4.06
PNG,Papua New Guinea,,,-6.26,-6.20,-6.20,-7.35,-6.64,-5.39,-7.02,-7.00,-6.66,-5.88,-7.00,-6.34,-5.13,-5.50,-5.60
PRY,Paraguay,,,-2.67,-2.98,-2.39,-2.31,-1.60,-1.83,-1.72,-2.21,-2.79,-3.69,-2.64,-2.84,-3.77,-3.22,-3.92
PER,Peru,,,,,,,,,,,,,,,,,
PHL,Philippines,,,1.46,1.60,2.19,2.50,2.36,1.93,2.29,2.54,1.77,2.24,1.74,1.66,1.63,0.92,0.38
POL,Poland,,,-1.71,-2.70,-3.05,-2.15,-2.55,-1.36,-2.42,-2.69,-2.88,-3.26,-3.66,-3.42,-3.32,-3.44,-3.93
PRT,Portugal,,,1.68,1.91,1.71,1.01,0.99,0.22,0.10,0.76,0.92,1.17,1.62,2.93,3.79,4.81,5.21
QAT,Qatar,,,-3.28,-2.95,-2.65,-1.44,-1.74,-1.80,-1.72,-1.55,-1.75,-2.05,-2.43,-1.96,-1.37,-1.58,-0.61
ROU,Romania,,,3.70,4.12,4.37,4.37,3.49,2.33,3.13,3.58,2.88,1.60,2.50,1.60,1.85,1.88,2.10
RUS,Russian Federation,,,8.01,6.92,7.79,7.61,7.36,7.46,8.67,8.34,7.99,7.43,7.80,7.12,7.52,8.89,9.26
RWA,Rwanda,,,2.15,2.11,2.07,2.15,1.95,2.02,2.11,2.21,2.40,2.19,1.77,1.50,1.54,2.04,2.01
KNA,Saint Kitts and Nevis,,,-17.63,-17.65,-17.01,-16.17,-16.06,-16.21,-16.43,-16.09,-14.90,-15.73,-14.27,-14.11,-14.77,-13.36,-12.56
LCA,Saint Lucia,,,-1.18,-0.28,0.59,-0.31,0.29,-0.02,-0.68,0.01,-0.18,0.65,2.61,4.63,5.03,4.83,5.71
VCT,Saint Vincent and the Grenadines,,,-3.07,-3.67,-3.22,-2.37,-3.74,-4.89,-4.43,-3.39,-3.59,-3.90,-3.22,-3.42,-5.23,-5.21,-5.10
WSM,Samoa,,,-6.15,-5.76,-5.77,-5.67,-4.12,-3.30,-1.92,-2.79,-0.38,-0.82,-1.26,-0.64,0.38,0.11,1.46
SMR,San Marino,,,,,,,,,,,,,,,,,
STP,Sao Tome and Principe,,,2.79,3.41,2.67,2.29,3.38,3.66,2.75,1.89,4.25,3.60,4.38,3.29,3.52,3.67,5.67
SAU,Saudi Arabia,,,3.62,3.55,2.64,2.33,2.24,2.32,1.87,1.25,3.30,3.17,4.13,3.63,3.25,3.46,3.96
SEN,Senegal,,,1.32,1.95,1.28,1.32,2.55,1.54,1.08,0.48,0.25,-0.38,-0.35,-0.54,-0.43,0.16,1.02
SRB,Serbia,,,,,,,,,,,,,,,,,
SYC,Seychelles,,,1.44,1.39,1.64,1.20,1.76,2.06,1.06,-0.53,-1.00,-1.13,-1.20,-1.59,-1.70,-2.35,-1.65
SLE,Sierra Leone,,,-9.21,-9.26,-9.55,-10.10,-9.08,-10.52,-9.39,-8.86,-9.61,-9.58,-8.71,-9.45,-8.22,-7.57,-7.95
SGP,Singapore,,,0.30,0.32,1.45,1.15,1.27,1.52,1.79,2.44,1.70,2.45,1.82,1.89,1.46,1.34,1.19
SVK,Slovakia,,,-1.01,-2.12,-3.41,-3.98,-2.94,-3.19,-2.89,-2.73,-2.52,-2.94,-3.55,-2.06,-1.87,-1.97,-1.03
SVN,Slovenia,,,-5.86,-6.05,-7.47,-8.02,-7.83,-8.12,-8.67,-8.06,-9.07,-8.11,-8.86,-8.54,-9.46,-8.71,-10.26
SLB,Solomon Islands,,,-2.83,-4.42,-2.50,-2.80,-2.26,-2.32,-1.98,-2.60,-2.21,-0.43,-0.95,-0.43,0.06,-0.18,-0.36
SOM,Somalia,,,1.19,0.92,0.52,0.96,0.69,0.75,0.74,0.63,-0.71,-0.08,-1.11,-2.03,-2.47,-2.12,-2.60
ZAF,South Africa,,,4.01,3.41,3.80,3.51,3.08,2.79,3.40,4.78,7.00,6.68,7.54,6.31,5.72,5.38,4.95
ESP,Spain,,,3.05,3.45,3.46,4.36,2.86,4.46,5.21,5.86,6.06,6.59,6.28,5.78,4.99,5.12,5.82
LKA,Sri Lanka,,,-3.47,-3.45,-2.94,-2.73,-4.80,-5.69,-5.66,-4.59,-3.29,-3.90,-3.00,-3.53,-4.38,-4.29,-4.81
SDN,Sudan,,,,,,,,,,,,,,,,,
SUR,Suriname,,,-0.15,-0.27,0.07,0.27,0.29,0.18,0.03,0.20,0.36,0.18,0.85,1.18,0.65,0.01,-0.48
SWZ,Swaziland,,,1.54,1.86,2.71,3.00,3.41,3.98,3.88,3.54,3.63,3.65,3.24,3.09,2.91,2.91,2.76
SWE,Sweden,,,6.33,6.61,6.22,6.16,5.40,5.25,4.54,6.05,5.13,4.92,3.68,3.01,2.42,1.41,1.56
CHE,Switzerland,,,-11.52,-11.58,-12.20,-11.70,-10.60,-9.32,-9.18,-9.14,-10.35,-9.70,-10.75,-10.48,-10.84,-11.25,-10.91
SYR,Syrian Arab Republic,,,-2.88,-2.84,-3.58,-2.18,-0.17,-0.13,0.57,0.37,0.96,0.23,-0.12,0.02,0.55,1.02,-0.54
TJK,Tajikistan,,,-3.21,-3.20,-2.68,-3.83,-4.59,-5.23,-5.31,-6.01,-6.88,-6.70,-6.56,-6.12,-6.37,-5.67,-5.96
TZA,"Tanzania, United Republic of",,,4.52,5.28,4.86,4.85,5.69,5.69,6.80,6.46,6.23,6.19,5.44,4.98,5.33,4.92,5.45
THA,Thailand,,,6.92,7.20,7.35,7.43,6.87,6.71,7.42,7.30,7.42,7.86,7.12,6.97,7.01,6.97,7.37
TLS,TimorLeste,,,-3.51,-3.39,-3.52,-4.38,-4.61,-4.95,-5.24,-4.87,-4.10,-5.08,-3.78,-5.53,-5.87,-4.57,-4.88
TGO,Togo,,,0.42,2.49,2.67,2.49,2.77,3.27,2.49,2.47,2.57,1.80,1.48,3.69,3.05,1.88,1.50
TON,Tonga,,,0.18,0.47,0.94,0.91,0.08,-0.04,0.92,0.84,0.70,0.46,1.62,1.36,0.91,1.19,1.29
TTO,Trinidad and Tobago,,,4.75,4.52,5.86,7.42,7.31,7.48,7.37,6.05,5.46,4.08,3.69,2.51,2.62,2.66,3.11
TUN,Tunisia,,,-2.00,-1.90,-2.59,-3.67,-2.75,-3.43,-1.47,-0.57,0.51,0.68,1.13,0.17,-0.26,-0.30,-2.19
TUR,Turkey,,,-3.53,-3.80,-4.25,-3.83,-3.11,-3.62,-3.00,-2.50,-3.35,-2.67,-3.70,-3.04,-2.10,-1.62,-2.30
TKM,Turkmenistan,,,-1.77,-1.75,-1.70,-1.97,-2.20,-2.38,-2.85,-3.02,-2.24,-2.02,-2.01,-2.31,-2.10,-1.96,-2.45
TUV,Tuvalu,,,0.44,0.51,0.48,-0.16,-0.71,-1.72,-2.87,-4.05,-4.45,-4.56,-4.67,-5.29,-5.68,-6.05,-6.84
UGA,Uganda,,,1.04,1.41,0.65,-0.30,-0.37,-0.76,-1.23,-1.83,-1.64,-1.58,-1.29,-0.34,-0.78,-1.53,-1.26
UKR,Ukraine,,,-4.77,-5.30,-5.58,-6.21,-4.31,-4.35,-4.78,-5.79,-4.25,-4.65,-2.71,-2.27,-1.72,-0.72,-0.01
ARE,United Arab Emirates,,,2.35,2.68,3.62,3.27,1.29,1.84,0.23,0.88,-0.36,-1.96,-4.45,-5.91,-6.23,-6.15,-6.49
GBR,United Kingdom,,,,,,,,,,,,,,,,,
USA,United States,,,4.70,4.61,4.10,4.19,2.79,3.29,3.66,3.32,4.49,3.90,3.47,3.07,3.14,3.18,2.55
URY,Uruguay,,,1.58,2.00,1.87,1.80,2.76,2.10,2.65,3.84,3.80,4.16,5.77,5.78,4.96,3.78,3.43
UZB,Uzbekistan,,,-14.27,-14.54,-14.89,-14.66,-13.95,-13.97,-12.49,-12.18,-13.91,-13.44,-14.44,-13.90,-12.73,-11.27,-9.93
VUT,Vanuatu,,,10.00,9.76,9.45,9.47,9.86,9.91,9.29,8.72,8.02,8.19,7.78,8.13,7.53,7.11,6.71
VEN,"Venezuela, Bolivarian Republic of",,,5.40,5.11,4.77,4.63,4.40,4.70,3.89,3.37,2.89,2.61,2.40,2.92,2.91,3.25,2.25
